cnpj_raiz;razao_social_ibama;uf;ultimo_rapp;escopo;detalhe_declarado
32595300;"KLARINHA PRODUTOS DOMISSANITÁRIOS LTDA";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
07443263;"KLUMPP COATINGS DO BRASIL LTDA.";PARANA;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
34761832;"KM TINTAS LTDA";SAO PAULO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
04958767;"KREGER IND.E COM.DE TINTAS, VERNIZES E AFINS LTDA";SAO PAULO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
12392009;"KROTEN INDUSTRIA E COMERCIS DE TINTAS LTDA";SANTA CATARINA;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
47754052;"KUBIX AGROINDUSTRIAL LTDA";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de fertilizantes e agroquímicos"
92781160;"KURT GLIMM INDÚSTRIA E COMÉRCIO DE VELAS LTDA";RIO GRANDE DO SUL;2023;dentro;"Fabricação de sabões, detergentes e velas"
20886430;"L M INDUSTRIA E COMERCIO ME";ESPIRITO SANTO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
14777801;"L. PEREIRA SILVA & CIA LTDA - ME";GOIAS;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
17149149;"L.C VAN TOL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA";SAO PAULO;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
51617588;"L.K. COMERCIO DE PRODUTOS DE LIMPEZA E DESCARTAVEIS LTDA";SAO PAULO;2025;dentro;"Fabricação de sabões, detergentes e velas | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
18250637;"L.M. INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
93898161;"LABOIL LABORATÓRIO DE ÓLEOS MINERAIS E COM LTDA";RIO GRANDE DO SUL;2022;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
42486076;"LABORATÓRIO BRAVET LTDA.";RIO DE JANEIRO;2025;dentro;"Fabricação de produtos farmacêuticos e veterinários | Produção de substâncias e fabricação de produtos químicos"
60672920;"LABORATORIO OKOCHI LTDA";SAO PAULO;2023;dentro;"Produção de substâncias e fabricação de produtos químicos"
76488196;"LABORATÓRIO PRADO S/A";PARANA;2025;dentro;"Fabricação de produtos farmacêuticos e veterinários | Produção de substâncias e fabricação de produtos químicos"
20900154;"LABORATÓRIOS ASR LTDA";SAO PAULO;2022;dentro;"Fabricação de fertilizantes e agroquímicos"
33051491;"LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA";RIO DE JANEIRO;2024;dentro;"Fabricação de produtos farmacêuticos e veterinários | Produção de substâncias e fabricação de produtos químicos | Fabricação de perfumarias e cosméticos | Prod. de substâncias e fab. de prod químicos - Res. CONAMA 463/2014 / Res. CONAMA 472/2015"
72807043;"LABORLAB PRODUTOS PARA LABORATÓRIOS LTDA.";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
27259802;"LABQUIM INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS EIRELI";SAO PAULO;2023;dentro;"Fabricação de sabões, detergentes e velas"
48021526;"LACATEX INDUSTRIA DE TINTAS LTDA";MINAS GERAIS;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
00986410;"LACXE INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA ME";RIO DE JANEIRO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
28851889;"LAGOS BIOENERGIA S/A";RIO DE JANEIRO;2025;dentro;"Produção de álcool etílico, metanol e similares"
31335995;"LAND QUIMICA INDUSTRIA E COMERCIO LTDA";RIO DE JANEIRO;2025;dentro;"Fabricação de sabões, detergentes e velas | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
11655647;"LANNE-CAR INDUSTRIA E COMÉRCIO LTDA";MINAS GERAIS;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
30552481;"LANURE INDUSTRIA & COMERCIO AGROFLORESTAL LTDA";MINAS GERAIS;2022;dentro;"Fabricação de fertilizantes e agroquímicos"
27492249;"LANZA INFRAESTRUTURA LTDA.";SAO PAULO;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
51908872;"LAR INDUSTRIA E COMERCIO DE QUIMICOS LTDA";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
45959413;"LARANJEIRA MINERAÇÃO LTDA-MATRIZ";ALAGOAS;2023;dentro;"Fabricação de combustíveis não derivados de petróleo"
02325498;"LAXTAR INDÚSTRIA QUÍMICA LTDA EPP";SANTA CATARINA;2024;dentro;"Fabricação de sabões, detergentes e velas"
47993616;"LEAO INDUSTRIA E COMERCIO DE FOGOS DE ARTIFICIO LTDA";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
79028502;"LECLAIR IND E COM PERFUMES E COSMÉTICOS LTDA";PARANA;2025;dentro;"Fabricação de perfumarias e cosméticos | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
10325147;"LEMARC COMERCIO DE PRODUTOS QUIMICOS LTDA - ME";RIO DE JANEIRO;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
00708092;"LEMARE TINTAS LTDA";RIO GRANDE DO SUL;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
27013996;"LEMELIMP INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA.";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
17226994;"LEMOS E RAGO LTDA";MINAS GERAIS;2024;dentro;"Fabricação de perfumarias e cosméticos | Produção de substâncias e fabricação de produtos químicos"
34455554;"LETICIA ALMEIDA DE MENEZES EIRELI";MINAS GERAIS;2022;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
16906849;"LEVEN INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA AGRICULTURA LTDA EPP";SAO PAULO;2023;dentro;"Fabricação de fertilizantes e agroquímicos"
48688245;"LGS QUIMICA LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
17978611;"LHR REVESTIMENTOS LTDA";PARANA;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
22112964;"LIDER CLEAN PRODUTOS DE LIMPEZA LTDA.";SAO PAULO;2025;dentro;"Fabricação de sabões, detergentes e velas"
09555226;"LIDER LUB IND. COM. DE LUBRIFICANTE LTDA ME";SAO PAULO;2023;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
22685341;"LIMA & PERGHER INDUSTRIA E COMERCIO S/A";MINAS GERAIS;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas | Fabricação de perfumarias e cosméticos | Fabricação de sabões, detergentes e velas | Fabricação de produtos farmacêuticos e veterinários | fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Produção de álcool etílico, metanol e similares"
12761823;"LIMFLEX INDUSTRIA E COMERCIO DE MATERIAIS DE LIMPEZA LTDA ME";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos - Lei nº 9.976/2000"
06954857;"LIMIL INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA";RIO GRANDE DO SUL;2025;dentro;"Fabricação de sabões, detergentes e velas"
45939527;"LIMNE INDUSTRIA E COMERCIO LTDA - EPP";SAO PAULO;2025;dentro;"Fabricação de sabões, detergentes e velas"
00446092;"LIMP-LAR INDÚSTRIA E COMÉRCIO DE MATERIAIS DE LIMPEZA LTDA - EPP";SAO PAULO;2023;dentro;"Fabricação de sabões, detergentes e velas"
10172355;"LIMPEMAX INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA";CEARA;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas | Fabricação de sabões, detergentes e velas"
82978982;"LINDOMAR RODRIGUES DOS SANTOS";SANTA CATARINA;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
35637796;"LINS AGROINDUSTRIAL S.A.";SAO PAULO;2024;dentro;"Produção de álcool etílico, metanol e similares | Fabricação de combustíveis não derivados de petróleo"
03963302;"LIPE INDUSTRIA DE SABÕES E VELAS LTDA ME";BAHIA;2024;dentro;"Fabricação de sabões, detergentes e velas"
04376453;"LIRIUM INDÚSTRIA E COMÉRCIO LTDA";SAO PAULO;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
42869308;"LIVE MAX INDUSTRIA E COMERCIO LTDA";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
02853180;"LKP PRODUTOS PARA DIAGNOSTICOS LTDA";SAO PAULO;2022;dentro;"Produção de substâncias e fabricação de produtos químicos"
43352277;"LORD INDUSTRIAL LTDA";SAO PAULO;2022;dentro;"Produção de substâncias e fabricação de produtos químicos"
18562909;"LOWEST INDUSTRIA QUÍMICA LTDA - EPP";SANTA CATARINA;2025;dentro;"Fabricação de sabões, detergentes e velas"
53834823;"LOYAL QUIMICA LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos - Lei nº 9.976/2000"
94665114;"LRB INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA.";RIO GRANDE DO SUL;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
59723874;"LUBRIFICANTES FENIX LTDA";SAO PAULO;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais | fabricação de produtos derivados do processamento de petróleo - Resolução CONAMA nº 362/205 | produção de óleos - Resolução CONAMA nº 362/2005 | Fabricação de combustíveis não derivados de petróleo | Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
01125736;"LUBRIFOC LTDA - ME";SAO PAULO;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
11498284;"LUBRINOR - LUBRIFICANTES DO NORDESTE LTDA";BAHIA;2022;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais | Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
33649699;"LUCAS DA SILVA REZENDE ME";SAO PAULO;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
06963985;"LUCIANA GRAMISCELLI FERREIRA ZAVARELLO EPP";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
00543854;"LUMA OIL INDUSTRIA E COMERCIO LTDA";SAO PAULO;2025;dentro;"produção de óleos - Resolução CONAMA nº 362/2005 | Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
27245903;"LUMEM ABRASIVOS E LIQUIDOS EIRELI";ESPIRITO SANTO;2024;dentro;"Prod. de substâncias e fab. de prod químicos - Res. CONAMA 463/2014 / Res. CONAMA 472/2015"
11454982;"LUMINE INDUSTRIA E COMERCIO DE TINTAS LTDA EPP";SAO PAULO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
13612851;"LUMIX PRODUTOS DE LIMPEZA LTDA.";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
55836281;"LV- INDUSTRIA E COMÉRCIO LTDA";PARANA;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
30949230;"M C SEABRA EIRELI";TOCANTINS;2023;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
51310027;"M-7 INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA. - EPP";SAO PAULO;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas | Fabricação de produtos farmacêuticos e veterinários"
48827968;"M. S. SCABORA & CIA LTDA - EPP";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
01756029;"M.G.D INDUSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA";SAO PAULO;2023;dentro;"Fabricação de sabões, detergentes e velas"
67707703;"M.S.M. DE FREITAS PRODUTOS QUIMICOS DE LIMPEZA";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
45967523;"M&A QUIMICOS AROMATICOS LTDA";SAO PAULO;2025;dentro;"Fabricação de concentrados aromáticos naturais, artificiais e sintéticos"
47239732;"MACEIO BIOENERGIA LTDA";MARANHAO;2023;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
05483313;"MACHTANS E MEDEIROS INDÚSTRIA E COMÉRCIO LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
34999262;"MACIEL & PITT - TINTAS, SOLVENTES E SERVICOS LTDA";RIO GRANDE DO SUL;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
01014476;"MAHARY IND. COM. E REP. LTDA.";RIO DE JANEIRO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
02496525;"MAICOM INDUSTRIA E COMERCIO LTDA.";SAO PAULO;2023;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
03036169;"MAIS BRILHO PRODUTOS DE LIMPEZA LTDA ME";SANTA CATARINA;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
18022130;"MAIS QUÍMICA LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
07007398;"MAITY BIOENERGIA LTDA";MARANHAO;2024;dentro;"Fabricação de combustíveis não derivados de petróleo | Produção de álcool etílico, metanol e similares"
49976251;"MALOSSO BIOENERGIA S.A";SAO PAULO;2025;dentro;"Produção de álcool etílico, metanol e similares"
84812361;"MANOEL GOMES BELCHIOR FILHO - EPP";PARANA;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
07889115;"MANORT INDUSTRIA E COMERCIO DE TINTAS LTDA.";PARANA;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
05823205;"MAQUIRA IND. DE PROD. ODONTOLÓGICOS LTDA";PARANA;2022;dentro;"Fabricação de perfumarias e cosméticos | Produção de substâncias e fabricação de produtos químicos"
04121494;"MARALPE LTDA ME";MINAS GERAIS;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
35971738;"MARCA CONSTRUTORA E SERVIÇOS S.A";ESPIRITO SANTO;2024;dentro;"Fabricação de combustíveis não derivados de petróleo"
24360485;"MARCELO EVANDRO RAVANELLI - ME";SAO PAULO;2022;dentro;"Fabricação de combustíveis não derivados de petróleo"
05646982;"MARCHAND CHIMIE SISTEMAS DE TRATAMENTO DE ÁGUA LTDA.";RIO GRANDE DO SUL;2025;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
17292122;"MARCOS SOUZA DA SILVA MADEIRAS - ME";SAO PAULO;2025;dentro;"Prod. de substâncias e fab. de prod químicos - Res. CONAMA 463/2014 / Res. CONAMA 472/2015"
11250670;"MARINE INDÚSTRIA E COMÉRCIO DE TINTAS LTDA";RIO DE JANEIRO;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes | Produção de substâncias e fabricação de produtos químicos"
04224837;"MASSA PLÁSTICA CARFORT LTDA EPP";ESPIRITO SANTO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
08695635;"MASTER SAN PRODUTOS QUÍMICOS LTDA";SANTA CATARINA;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes | fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
32168230;"MASTERQUIM INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
03660894;"MAUA INDÚSTRIA DE TINTAS LTDA";PARANA;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais | Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
00337716;"MAURICIO INDUSTRIA QUIMICA LTDA";RIO GRANDE DO SUL;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas | Fabricação de perfumarias e cosméticos"
09279014;"MAX FERT - INDUSTRIA E COMERCIO DE FERTILIZANTES ESPECIAIS LTDA";SAO PAULO;2022;dentro;"Fabricação de fertilizantes e agroquímicos"
11182555;"MAX QUIMICA TINTAS E SOLVENTES LTDA";SANTA CATARINA;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
17044588;"MAX-COLOR TEXTURAS E ACABAMENTOS LTDA";MINAS GERAIS;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
10470936;"MAXBRIO INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA EPP";MATO GROSSO DO SUL;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
07436109;"MAXILIGAS INDÚSTRIA E COMÉRCIO DE METAIS LTDA";SAO PAULO;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
02006487;"MAXXI QUIMICA LTDA";MINAS GERAIS;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
14455908;"MAXXIMOS PRODUTOS DE LIMPEZA LTDA";SAO PAULO;2024;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
11384984;"MAYSTAR COSMETICA DO BRASIL LTDA";SAO PAULO;2024;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
12615562;"MEGA FIM SANEANTES LTDA. - ME";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
